|id     |plate_id |list_id|list_item_id|list_item_name|status|accepted_by|created_at             |
|277,036|2,207,587|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 09:07:26.433|
|277,037|2,207,649|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 09:10:15.02 |
|277,038|2,207,665|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 09:10:59.299|
|277,039|2,207,668|90     |607         |EEW8632       |0     |1          |2025-11-25 09:11:49.575|
|277,040|2,207,713|90     |660         |FXH2A12       |0     |1          |2025-11-25 09:14:25.749|
|277,041|2,207,731|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 09:15:14.26 |
|277,042|2,207,792|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 09:18:40.056|
|277,043|2,207,813|90     |662         |EMX9794       |0     |1          |2025-11-25 09:20:09.974|
|277,044|2,207,996|90     |568         |SVP1C08       |0     |1          |2025-11-25 09:32:38.53 |
|277,045|2,208,003|93     |925         |DMR8C38       |0     |1          |2025-11-25 09:32:59.638|
|277,046|2,208,026|93     |882         |DTP6551       |0     |1          |2025-11-25 09:37:29.702|
|277,047|2,208,326|90     |543         |FYJ1548       |0     |1          |2025-11-25 10:02:27.846|
|277,048|2,208,328|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 10:02:41.123|
|277,049|2,208,342|90     |676         |TIO0J88       |0     |1          |2025-11-25 10:04:38.178|
|277,050|2,208,516|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 10:15:25.239|
|277,051|2,208,518|90     |467         |FMB4321       |0     |1          |2025-11-25 10:15:58.249|
|277,052|2,208,581|88     |239         |FXA4A95       |0     |1          |2025-11-25 10:22:10.919|
|277,053|2,208,716|89     |372         |EQQ1811       |0     |1          |2025-11-25 10:30:40.86 |
|277,054|2,208,735|90     |426         |FAE2641       |0     |1          |2025-11-25 10:32:39.635|
|277,055|2,208,830|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 10:39:28.914|
|277,056|2,208,869|90     |425         |ELN6897       |0     |1          |2025-11-25 10:41:26.733|
|277,057|2,208,895|90     |473         |FGB5693       |0     |1          |2025-11-25 10:45:58.227|
|277,058|2,209,018|87     |272         |FCM4657       |0     |1          |2025-11-25 10:56:32.26 |
|277,059|2,209,115|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:02:04.151|
|277,060|2,209,127|88     |168         |DYJ9497       |0     |1          |2025-11-25 11:03:32.664|
|277,061|2,209,169|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:07:04.346|
|277,062|2,209,184|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:08:46.539|
|277,063|2,209,225|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:10:21.533|
|277,064|2,209,227|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:10:26.927|
|277,065|2,209,281|90     |602         |FDD4140       |0     |1          |2025-11-25 11:13:37.24 |
|277,066|2,209,299|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:15:17.12 |
|277,067|2,209,314|90     |607         |EEW8632       |0     |1          |2025-11-25 11:16:15.544|
|277,068|2,209,332|93     |907         |FPX3F26       |0     |1          |2025-11-25 11:17:39.068|
|277,069|2,209,348|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:19:35.122|
|277,070|2,209,366|93     |926         |UDT1D77       |0     |1          |2025-11-25 11:21:32.083|
|277,071|2,209,384|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:24:03.503|
|277,072|2,209,441|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:28:11.439|
|277,073|2,209,442|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:28:11.782|
|277,074|2,209,488|87     |181         |ELW5904       |0     |1          |2025-11-25 11:34:55.796|
|277,075|2,209,517|90     |616         |EZA9253       |0     |1          |2025-11-25 11:37:23.895|
|277,076|2,209,579|90     |448         |FAW9289       |0     |1          |2025-11-25 11:41:19.153|
|277,077|2,209,590|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:43:11.842|
|277,078|2,209,611|90     |721         |EEK6236       |0     |1          |2025-11-25 11:47:17.83 |
|277,079|2,209,625|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 11:48:05.178|
|277,080|2,209,647|90     |719         |FAW2537       |0     |1          |2025-11-25 11:51:09.763|
|277,081|2,209,755|93     |840         |TJV8G94       |0     |1          |2025-11-25 11:56:05.361|
|277,082|2,209,772|93     |907         |FPX3F26       |0     |1          |2025-11-25 11:58:22.307|
|277,083|2,209,982|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:09:00.269|
|277,084|2,210,082|90     |543         |FYJ1548       |0     |1          |2025-11-25 12:16:14.213|
|277,085|2,210,103|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:18:04.201|
|277,086|2,210,112|90     |489         |FYZ2G48       |0     |1          |2025-11-25 12:19:36.443|
|277,087|2,210,134|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:22:58.04 |
|277,088|2,210,151|90     |500         |EEG7388       |0     |1          |2025-11-25 12:24:37.922|
|277,089|2,210,156|90     |441         |RHA2F66       |0     |1          |2025-11-25 12:25:35.814|
|277,090|2,210,164|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:25:47.426|
|277,091|2,210,206|93     |915         |FWK2H04       |0     |1          |2025-11-25 12:30:06.079|
|277,092|2,210,368|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:42:21.481|
|277,093|2,210,370|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:42:22.482|
|277,094|2,210,371|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:42:23.341|
|277,095|2,210,425|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:44:42.069|
|277,096|2,210,438|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:46:16.225|
|277,097|2,210,441|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:46:55.724|
|277,098|2,210,442|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:47:15.978|
|277,099|2,210,443|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:47:17.332|
|277,100|2,210,474|93     |915         |FWK2H04       |0     |1          |2025-11-25 12:49:47.487|
|277,101|2,210,518|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:52:17.255|
|277,102|2,210,621|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 12:58:45.638|
|277,103|2,210,706|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:03:44.67 |
|277,104|2,210,716|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:04:32.824|
|277,105|2,210,725|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:05:49.321|
|277,106|2,210,733|90     |426         |FAE2641       |0     |1          |2025-11-25 13:07:20.728|
|277,107|2,210,764|89     |392         |GBE1H83       |0     |1          |2025-11-25 13:10:13.486|
|277,108|2,210,783|90     |533         |FJA7786       |0     |1          |2025-11-25 13:12:33.415|
|277,109|2,210,786|93     |840         |TJV8G94       |0     |1          |2025-11-25 13:12:36.206|
|277,110|2,210,800|90     |504         |DFW6128       |0     |1          |2025-11-25 13:13:28.108|
|277,111|2,210,802|90     |504         |DFW6128       |0     |1          |2025-11-25 13:13:34.988|
|277,112|2,210,813|90     |469         |EEX5592       |0     |1          |2025-11-25 13:14:42.585|
|277,113|2,210,815|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:14:47.94 |
|277,114|2,210,816|90     |692         |GBA6899       |0     |1          |2025-11-25 13:14:53.488|
|277,115|2,210,829|90     |563         |FAZ5982       |0     |1          |2025-11-25 13:16:48.187|
|277,116|2,210,843|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:17:08.583|
|277,117|2,210,846|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:17:51.032|
|277,118|2,210,852|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:18:44.189|
|277,119|2,210,862|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:20:20.58 |
|277,120|2,210,867|90     |433         |BEY2E07       |0     |1          |2025-11-25 13:20:45.865|
|277,121|2,210,868|90     |607         |EEW8632       |0     |1          |2025-11-25 13:20:49.492|
|277,122|2,210,899|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:25:12.369|
|277,123|2,210,916|90     |614         |EUT0421       |0     |1          |2025-11-25 13:26:00.776|
|277,124|2,210,941|90     |581         |TJK9C64       |0     |1          |2025-11-25 13:28:04.219|
|277,125|2,210,959|88     |197         |TJY4C15       |0     |1          |2025-11-25 13:30:06.924|
|277,126|2,210,986|90     |619         |EGG4378       |0     |1          |2025-11-25 13:33:56.895|
|277,127|2,211,052|93     |916         |FQY8538       |0     |1          |2025-11-25 13:40:01.661|
|277,128|2,211,060|90     |565         |DDG2354       |0     |1          |2025-11-25 13:41:04.339|
|277,129|2,211,066|90     |554         |FYT8646       |0     |1          |2025-11-25 13:41:48.062|
|277,130|2,211,067|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:41:48.464|
|277,131|2,211,074|93     |893         |EET5558       |0     |1          |2025-11-25 13:42:29.31 |
|277,132|2,211,081|90     |737         |FVK4D56       |0     |1          |2025-11-25 13:43:10.188|
|277,133|2,211,311|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:50:28.463|
|277,134|2,211,339|90     |694         |FIS0696       |0     |1          |2025-11-25 13:51:49.991|
|277,135|2,211,358|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:53:44.24 |
|277,136|2,211,365|90     |467         |FMB4321       |0     |1          |2025-11-25 13:54:39.782|
|277,137|2,211,410|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 13:56:49.683|
|277,138|2,211,544|90     |660         |FXH2A12       |0     |1          |2025-11-25 14:06:27.264|
|277,139|2,211,632|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 14:12:29.341|
|277,140|2,211,750|90     |525         |FBV4J65       |0     |1          |2025-11-25 14:17:21.345|
|277,141|2,211,811|90     |556         |ERK5439       |0     |1          |2025-11-25 14:20:48.144|
|277,142|2,211,831|90     |504         |DFW6128       |0     |1          |2025-11-25 14:21:49.677|
|277,143|2,211,981|93     |900         |FIT1G55       |0     |1          |2025-11-25 14:28:52.178|
|277,144|2,212,042|90     |492         |GAC6C26       |0     |1          |2025-11-25 14:31:03.455|
|277,145|2,212,063|93     |835         |EMC9H21       |0     |1          |2025-11-25 14:32:04.872|
|277,146|2,212,126|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 14:37:58.919|
|277,147|2,212,248|90     |586         |FUL5067       |0     |1          |2025-11-25 14:47:39.488|
|277,148|2,212,267|90     |601         |AOA7009       |0     |1          |2025-11-25 14:48:09.953|
|277,149|2,212,494|93     |915         |FWK2H04       |0     |1          |2025-11-25 14:57:51.878|
|277,150|2,212,510|90     |481         |MLS8666       |0     |1          |2025-11-25 14:59:20.381|
|277,151|2,212,561|90     |447         |FQF7G36       |0     |1          |2025-11-25 15:02:13.824|
|277,152|2,212,579|93     |862         |GJC4G26       |0     |1          |2025-11-25 15:02:59.531|
|277,153|2,212,663|90     |692         |GBA6899       |0     |1          |2025-11-25 15:14:06.773|
|277,154|2,212,774|93     |843         |TDA9E14       |0     |1          |2025-11-25 15:26:35.153|
|277,155|2,212,847|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 15:32:49.524|
|277,156|2,212,966|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 15:45:43.437|
|277,157|2,212,986|90     |654         |AAZ5006       |0     |1          |2025-11-25 15:48:18.721|
|277,158|2,213,003|90     |520         |FAI3112       |0     |1          |2025-11-25 15:50:20.853|
|277,159|2,213,026|90     |549         |FYP9958       |0     |1          |2025-11-25 15:52:19.121|
|277,160|2,213,048|90     |500         |EEG7388       |0     |1          |2025-11-25 15:55:34.364|
|277,161|2,213,144|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:04:18.521|
|277,162|2,213,153|93     |925         |DMR8C38       |0     |1          |2025-11-25 16:06:12.33 |
|277,163|2,213,193|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:07:11.22 |
|277,164|2,213,194|90     |473         |FGB5693       |0     |1          |2025-11-25 16:07:13.644|
|277,165|2,213,209|90     |524         |FUM5554       |0     |1          |2025-11-25 16:08:58.286|
|277,166|2,213,220|90     |544         |FYH0988       |0     |1          |2025-11-25 16:10:27.402|
|277,167|2,213,279|90     |469         |EEX5592       |0     |1          |2025-11-25 16:13:28.906|
|277,168|2,213,281|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:13:33.408|
|277,169|2,213,287|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:13:41.501|
|277,170|2,213,288|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:13:43.903|
|277,171|2,213,289|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:14:07.632|
|277,172|2,213,294|88     |197         |TJY4C15       |0     |1          |2025-11-25 16:14:26.007|
|277,173|2,213,295|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:14:27.553|
|277,174|2,213,299|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:15:19.163|
|277,175|2,213,300|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:15:31.897|
|277,176|2,213,334|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:16:28.595|
|277,177|2,213,343|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:17:00.694|
|277,178|2,213,361|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:18:12.392|
|277,179|2,213,368|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:18:48.382|
|277,180|2,213,405|90     |560         |ELN1547       |0     |1          |2025-11-25 16:19:33.493|
|277,181|2,213,414|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:19:52.14 |
|277,182|2,213,474|93     |917         |FTE6861       |0     |1          |2025-11-25 16:21:24.875|
|277,183|2,213,544|89     |391         |FPE0C12       |0     |1          |2025-11-25 16:26:02.641|
|277,184|2,213,552|93     |915         |FWK2H04       |0     |1          |2025-11-25 16:26:45.482|
|277,185|2,213,577|90     |725         |EJD9135       |0     |1          |2025-11-25 16:28:26.42 |
|277,186|2,213,589|90     |603         |EMC8273       |0     |1          |2025-11-25 16:29:34.492|
|277,187|2,213,648|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:33:37.853|
|277,188|2,213,740|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:36:57.495|
|277,189|2,213,763|90     |544         |FYH0988       |0     |1          |2025-11-25 16:37:24.226|
|277,190|2,213,810|93     |881         |QXL7A23       |0     |1          |2025-11-25 16:40:06.913|
|277,191|2,213,847|90     |627         |FQB9C56       |0     |1          |2025-11-25 16:42:09.378|
|277,192|2,213,852|90     |673         |SWY4J55       |0     |1          |2025-11-25 16:42:19.947|
|277,193|2,213,859|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:43:18.92 |
|277,194|2,213,879|90     |566         |EUA5544       |0     |1          |2025-11-25 16:46:02.136|
|277,195|2,213,896|90     |585         |FCD6007       |0     |1          |2025-11-25 16:48:10.963|
|277,196|2,213,911|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:49:19.952|
|277,197|2,213,930|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:51:20.099|
|277,198|2,214,022|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:58:49.94 |
|277,199|2,214,027|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:58:59.38 |
|277,200|2,214,029|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 16:59:23.831|
|277,201|2,214,051|90     |555         |FKO0882       |0     |1          |2025-11-25 17:01:06.693|
|277,202|2,214,112|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:04:46.511|
|277,203|2,214,117|90     |576         |TJQ6D48       |0     |1          |2025-11-25 17:05:19.709|
|277,204|2,214,120|90     |500         |EEG7388       |0     |1          |2025-11-25 17:05:26.711|
|277,205|2,214,150|90     |599         |FEG4544       |0     |1          |2025-11-25 17:08:00.133|
|277,206|2,214,254|90     |554         |FYT8646       |0     |1          |2025-11-25 17:17:32.501|
|277,207|2,214,266|93     |899         |SUU4F54       |0     |1          |2025-11-25 17:19:02.445|
|277,208|2,214,268|88     |168         |DYJ9497       |0     |1          |2025-11-25 17:19:54.469|
|277,209|2,214,269|90     |596         |BZL7A31       |0     |1          |2025-11-25 17:20:07.351|
|277,210|2,214,316|90     |473         |FGB5693       |0     |1          |2025-11-25 17:25:40.957|
|277,211|2,214,317|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:25:58.311|
|277,212|2,214,318|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:26:03.998|
|277,213|2,214,320|90     |680         |PUL3007       |0     |1          |2025-11-25 17:26:24.459|
|277,214|2,214,345|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:28:43.904|
|277,215|2,214,357|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:29:56.648|
|277,216|2,214,401|90     |556         |ERK5439       |0     |1          |2025-11-25 17:35:40.665|
|277,217|2,214,475|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:45:40.104|
|277,218|2,214,493|90     |692         |GBA6899       |0     |1          |2025-11-25 17:47:28.844|
|277,219|2,214,499|90     |607         |EEW8632       |0     |1          |2025-11-25 17:49:33.256|
|277,220|2,214,500|90     |611         |GKH2349       |0     |1          |2025-11-25 17:49:36.752|
|277,221|2,214,536|90     |543         |FYJ1548       |0     |1          |2025-11-25 17:54:26.495|
|277,222|2,214,566|90     |570         |SVG2C33       |0     |1          |2025-11-25 17:57:10.851|
|277,223|2,214,569|89     |377         |FDZ5A26       |0     |1          |2025-11-25 17:57:20.135|
|277,224|2,214,579|87     |322         |PWI1003       |0     |1          |2025-11-25 17:57:53.202|
|277,225|2,214,581|93     |840         |TJV8G94       |0     |1          |2025-11-25 17:58:02.505|
|277,226|2,214,583|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 17:58:44.266|
|277,227|2,214,602|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:00:25.066|
|277,228|2,214,610|90     |706         |FCZ2D41       |0     |1          |2025-11-25 18:02:15.926|
|277,229|2,214,630|93     |892         |FNK7C93       |0     |1          |2025-11-25 18:05:52.653|
|277,230|2,214,631|90     |688         |SVS7I00       |0     |1          |2025-11-25 18:05:59.162|
|277,231|2,214,687|93     |837         |GGD8A45       |0     |1          |2025-11-25 18:11:05.119|
|277,232|2,214,696|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:11:26.689|
|277,233|2,214,702|90     |661         |FPL0G37       |0     |1          |2025-11-25 18:12:20.532|
|277,234|2,214,795|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:23:43.298|
|277,235|2,214,796|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:23:56.047|
|277,236|2,214,799|90     |427         |SVP3H94       |0     |1          |2025-11-25 18:24:13.289|
|277,237|2,214,805|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:25:12.397|
|277,238|2,214,806|90     |488         |TIT5A86       |0     |1          |2025-11-25 18:25:14.678|
|277,239|2,214,835|90     |524         |FUM5554       |0     |1          |2025-11-25 18:26:18.094|
|277,240|2,214,860|90     |545         |EWU5074       |0     |1          |2025-11-25 18:28:23.059|
|277,241|2,214,915|90     |441         |RHA2F66       |0     |1          |2025-11-25 18:34:49.937|
|277,242|2,214,919|90     |589         |FRV7C93       |0     |1          |2025-11-25 18:35:14.598|
|277,243|2,214,922|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:35:43.569|
|277,244|2,214,929|93     |918         |FFU7506       |0     |1          |2025-11-25 18:37:06.696|
|277,245|2,214,930|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:37:12.19 |
|277,246|2,214,961|90     |595         |BYI9754       |0     |1          |2025-11-25 18:40:38.136|
|277,247|2,214,984|93     |882         |DTP6551       |0     |1          |2025-11-25 18:41:53.68 |
|277,248|2,215,000|90     |470         |FKR0160       |0     |1          |2025-11-25 18:44:41.279|
|277,249|2,215,022|90     |487         |FMP4248       |0     |1          |2025-11-25 18:46:44.373|
|277,250|2,215,024|90     |487         |FMP4248       |0     |1          |2025-11-25 18:46:56.315|
|277,251|2,215,028|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 18:47:54.034|
|277,252|2,215,138|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:05:19.339|
|277,253|2,215,173|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:11:46.022|
|277,254|2,215,243|88     |193         |RNM4G66       |0     |1          |2025-11-25 19:29:14.983|
|277,255|2,215,268|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:33:59.619|
|277,256|2,215,288|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:42:29.73 |
|277,257|2,215,292|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:42:43.978|
|277,258|2,215,299|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:44:09.629|
|277,259|2,215,321|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:51:06.757|
|277,260|2,215,367|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:55:41.095|
|277,261|2,215,395|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 19:57:35.843|
|277,262|2,215,444|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 20:13:01.6  |
|277,263|2,215,529|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-25 20:28:45.496|
|277,264|2,215,555|90     |518         |FOT3194       |0     |1          |2025-11-25 20:31:36.789|
