|id |notification_id|type|
|200|200            |1   |
|201|201            |0   |
|202|202            |1   |
|203|203            |0   |
|204|204            |1   |
|205|205            |0   |
|206|206            |1   |
|207|207            |0   |
|208|208            |1   |
|209|209            |0   |
|210|210            |1   |
|211|211            |0   |
|212|212            |1   |
|213|213            |0   |
|214|214            |1   |
|215|215            |0   |
|216|216            |1   |
|217|217            |0   |
|218|218            |1   |
|219|219            |0   |
|220|220            |1   |
|221|221            |0   |
|222|222            |1   |
|223|223            |0   |
|224|224            |1   |
|225|225            |0   |
|226|226            |1   |
|227|227            |0   |
|228|228            |1   |
|229|229            |0   |
|230|230            |1   |
|231|231            |0   |
|232|232            |1   |
|233|233            |0   |
|234|234            |1   |
|235|235            |0   |
|236|236            |1   |
|237|237            |0   |
|238|238            |1   |
|239|239            |0   |
|240|240            |1   |
|241|241            |0   |
|242|242            |1   |
|243|243            |0   |
|244|244            |1   |
|245|245            |0   |
|246|246            |1   |
|247|247            |0   |
|248|248            |1   |
|249|249            |0   |
|250|250            |1   |
|251|251            |0   |
|252|252            |1   |
|253|253            |0   |
|254|254            |1   |
|255|255            |0   |
|256|256            |1   |
|257|257            |0   |
|258|258            |1   |
|259|259            |0   |
|260|260            |1   |
|261|261            |0   |
|262|262            |1   |
|263|263            |0   |
|264|264            |1   |
|265|265            |0   |
|266|266            |1   |
|267|267            |0   |
|268|268            |1   |
|269|269            |0   |
|270|270            |1   |
|271|271            |0   |
|272|272            |1   |
|273|273            |0   |
|274|274            |1   |
|275|275            |0   |
|276|276            |1   |
|277|277            |0   |
|278|278            |1   |
|279|279            |0   |
|280|280            |1   |
|281|281            |0   |
|282|282            |1   |
|283|283            |0   |
|284|284            |1   |
|285|285            |0   |
|286|286            |1   |
|287|287            |0   |
|288|288            |1   |
|289|289            |0   |
|290|290            |1   |
|291|291            |0   |
|292|292            |1   |
|293|293            |0   |
|294|294            |1   |
|295|295            |0   |
|296|296            |1   |
|297|297            |0   |
|298|298            |1   |
|299|299            |0   |
|300|300            |1   |
|301|301            |0   |
|302|302            |1   |
|303|303            |0   |
|304|304            |1   |
|305|305            |0   |
|306|306            |1   |
|307|307            |0   |
|308|308            |1   |
|309|309            |0   |
|310|310            |1   |
|311|311            |0   |
|312|312            |1   |
|313|313            |0   |
|314|314            |1   |
|315|315            |0   |
|316|316            |1   |
|317|317            |0   |
|318|318            |1   |
|319|319            |0   |
|320|320            |1   |
|321|321            |0   |
|322|322            |1   |
|323|323            |0   |
|324|324            |1   |
|325|325            |0   |
|326|326            |1   |
|327|327            |0   |
|328|328            |1   |
|329|329            |0   |
|330|330            |1   |
|331|331            |0   |
|332|332            |1   |
|333|333            |0   |
|334|334            |1   |
|335|335            |0   |
|336|336            |1   |
|337|337            |0   |
|338|338            |1   |
|339|339            |0   |
|340|340            |1   |
|341|341            |0   |
|342|342            |1   |
|343|343            |0   |
|344|344            |1   |
|345|345            |0   |
|346|346            |1   |
|347|347            |0   |
|348|348            |1   |
|349|349            |0   |
|350|350            |1   |
|351|351            |0   |
|352|352            |1   |
|353|353            |0   |
|354|354            |1   |
|355|355            |0   |
|356|356            |1   |
|357|357            |0   |
|358|358            |1   |
|359|359            |0   |
|360|360            |1   |
|361|361            |0   |
|362|362            |1   |
|363|363            |0   |
|364|364            |1   |
|365|365            |0   |
|366|366            |1   |
|367|367            |0   |
|368|368            |1   |
|369|369            |0   |
|370|370            |1   |
|371|371            |0   |
|372|372            |1   |
|373|373            |0   |
|374|374            |1   |
|375|375            |0   |
|376|376            |1   |
|377|377            |0   |
|378|378            |1   |
|379|379            |0   |
|380|380            |1   |
|381|381            |0   |
|382|382            |1   |
|383|383            |0   |
|384|384            |1   |
|385|385            |0   |
|386|386            |1   |
|387|387            |0   |
|388|388            |1   |
|389|389            |0   |
|390|390            |1   |
|391|391            |0   |
|392|392            |1   |
|393|393            |0   |
|394|394            |1   |
|395|395            |0   |
|396|396            |1   |
|397|397            |0   |
|398|398            |1   |
|399|399            |0   |
|400|400            |1   |
|401|401            |0   |
|402|402            |1   |
|403|403            |0   |
|404|404            |1   |
|405|405            |0   |
|406|406            |1   |
|407|407            |0   |
|408|408            |1   |
|409|409            |0   |
|410|410            |1   |
|411|411            |0   |
|412|412            |1   |
|413|413            |0   |
|414|414            |1   |
|415|415            |0   |
|416|416            |1   |
|417|417            |0   |
|418|418            |1   |
|419|419            |0   |
|420|420            |1   |
|421|421            |0   |
|422|422            |1   |
|423|423            |0   |
|424|424            |0   |
|425|425            |1   |
|426|426            |1   |
|427|427            |0   |
|428|428            |1   |
|429|429            |0   |
|430|430            |1   |
|431|431            |0   |
|432|432            |1   |
|433|433            |0   |
|434|434            |1   |
|435|435            |0   |
|436|436            |1   |
|437|437            |0   |
|438|438            |1   |
|439|439            |0   |
|440|440            |1   |
|441|441            |1   |
|442|442            |0   |
|443|443            |1   |
|444|444            |0   |
|445|445            |1   |
|446|446            |0   |
|447|447            |1   |
|448|448            |0   |
|449|449            |1   |
|450|450            |0   |
|451|451            |1   |
|452|452            |0   |
|453|453            |1   |
|454|454            |0   |
|455|455            |1   |
|456|456            |0   |
|457|457            |1   |
|458|458            |0   |
|459|459            |1   |
|460|460            |0   |
|461|461            |1   |
|462|462            |0   |
|463|463            |1   |
|464|464            |0   |
|465|465            |1   |
|466|466            |0   |
|467|467            |1   |
|468|468            |0   |
|469|469            |1   |
|470|470            |0   |
|471|471            |1   |
|472|472            |0   |
|473|473            |1   |
|474|474            |0   |
|475|475            |1   |
|476|476            |0   |
|477|477            |1   |
|478|478            |0   |
|479|479            |1   |
|480|480            |0   |
|481|481            |1   |
|482|482            |0   |
|483|483            |1   |
|484|484            |0   |
|485|485            |1   |
|486|486            |0   |
|487|487            |1   |
|488|488            |0   |
|489|489            |1   |
|490|490            |0   |
|491|491            |1   |
|492|492            |0   |
|493|493            |1   |
|494|494            |0   |
|495|495            |1   |
|496|496            |0   |
|497|497            |1   |
|498|498            |0   |
|499|499            |1   |
|500|500            |0   |
|501|501            |1   |
|502|502            |0   |
|503|503            |1   |
|504|504            |0   |
|505|505            |1   |
|506|506            |0   |
|507|507            |1   |
|508|508            |0   |
|509|509            |1   |
|510|510            |0   |
|511|511            |1   |
|512|512            |0   |
|513|513            |1   |
|514|514            |0   |
|515|515            |1   |
|516|516            |0   |
|517|517            |1   |
|518|518            |0   |
|519|519            |1   |
|520|520            |0   |
|521|521            |1   |
|522|522            |0   |
|523|523            |1   |
|524|524            |0   |
|525|525            |1   |
|526|526            |0   |
|527|527            |1   |
|528|528            |0   |
|529|529            |1   |
|530|530            |0   |
|531|531            |1   |
|532|532            |0   |
|533|533            |1   |
|534|534            |0   |
|535|535            |1   |
|536|536            |0   |
|537|537            |1   |
|538|538            |0   |
|539|539            |1   |
|540|540            |0   |
|541|541            |1   |
|542|542            |0   |
|543|543            |1   |
|544|544            |0   |
|545|545            |1   |
|546|546            |0   |
|547|547            |1   |
|548|548            |0   |
|549|549            |1   |
|550|550            |0   |
|551|551            |1   |
|552|552            |0   |
|553|553            |1   |
|554|554            |0   |
|555|555            |1   |
|556|556            |0   |
|557|557            |1   |
|558|558            |0   |
|559|559            |1   |
|560|560            |0   |
|561|561            |1   |
|562|562            |0   |
|563|563            |1   |
|564|564            |0   |
|565|565            |1   |
|566|566            |0   |
|567|567            |1   |
|568|568            |0   |
|569|569            |1   |
|570|570            |0   |
|571|571            |1   |
|572|572            |0   |
|573|573            |1   |
|574|574            |0   |
|575|575            |1   |
|576|576            |0   |
|577|577            |1   |
|578|578            |0   |
|579|579            |1   |
|580|580            |0   |
|581|581            |1   |
|582|582            |0   |
|583|583            |1   |
|584|584            |0   |
|585|585            |1   |
|586|586            |0   |
|587|587            |1   |
|588|588            |0   |
|589|589            |1   |
|590|590            |0   |
|591|591            |1   |
|592|592            |0   |
|593|593            |1   |
|594|594            |0   |
|595|595            |1   |
|596|596            |0   |
|597|597            |1   |
|598|598            |0   |
|599|599            |1   |
|600|600            |0   |
|601|601            |1   |
|602|602            |0   |
|603|603            |1   |
|604|604            |0   |
|605|605            |1   |
|606|606            |0   |
|607|607            |1   |
|608|608            |0   |
|609|609            |1   |
|610|610            |0   |
|611|611            |1   |
|612|612            |0   |
|613|613            |1   |
|614|614            |0   |
|615|615            |1   |
|616|616            |0   |
|617|617            |1   |
|618|618            |0   |
|619|619            |1   |
|620|620            |0   |
|621|621            |1   |
|622|622            |0   |
|623|623            |1   |
|624|624            |0   |
|625|625            |1   |
|626|626            |0   |
|627|627            |1   |
|628|628            |0   |
|629|629            |1   |
|630|630            |0   |
|631|631            |1   |
|632|632            |0   |
|633|633            |1   |
|634|634            |0   |
|635|635            |1   |
|636|636            |0   |
|637|637            |1   |
|638|638            |0   |
|639|639            |1   |
|640|640            |0   |
|641|641            |1   |
|642|642            |0   |
|643|643            |1   |
|644|644            |0   |
|645|645            |1   |
|646|646            |0   |
|647|647            |1   |
|648|648            |0   |
|649|649            |1   |
|650|650            |0   |
|675|675            |1   |
|676|676            |1   |
|677|677            |1   |
|678|678            |1   |
|679|679            |1   |
|680|680            |1   |
|681|681            |1   |
|682|682            |1   |
|683|683            |1   |
|684|684            |1   |
|685|685            |1   |
|686|686            |1   |
|687|687            |1   |
|688|688            |1   |
|689|689            |1   |
|690|690            |1   |
|691|691            |1   |
|692|692            |1   |
|693|693            |1   |
|694|694            |0   |
|695|695            |1   |
|696|696            |0   |
|697|697            |1   |
|698|698            |0   |
|699|699            |0   |
|700|700            |0   |
|701|701            |1   |
|702|702            |1   |
|703|703            |1   |
|704|704            |1   |
|705|705            |1   |
|706|706            |1   |
|707|707            |1   |
|708|708            |1   |
|709|709            |1   |
|710|710            |1   |
|711|711            |1   |
|712|712            |1   |
|713|713            |1   |
|714|714            |1   |
|715|715            |1   |
|716|716            |1   |
|717|717            |1   |
|718|718            |1   |
|719|719            |1   |
|720|720            |1   |
|721|721            |1   |
|722|722            |1   |
|723|723            |1   |
