|id |role_name|permissions|client_id|description|
|49|Trontec|["ManageEvents", "ManageFaceAnalytic", "ManageObjectInZoneAnalytics", "ViewFaceStatistics", "ViewRoles", "DeleteFaceList", "ViewFaceEvents", "ManageUsers", "EditFaceList", "ViewFaceLists", "ManageRoles", "ViewFaceSearch", "ViewFaceAnalytic", "ViewObjectInZoneAnalytics", "ViewStreams", "EditFaceListElement", "AddFaceList", "ManageStreams", "DeleteFaceListElement", "AddFaceListElement", "AcceptObjectInZoneNotification", "ViewObjectInZoneNotification"]|0|[NULL]|
|50|Operador|["ViewObjectInZoneNotification", "ViewObjectInZoneAnalytics"]|0|[NULL]|
|51|Supervisor|["ManageObjectInZoneAnalytics", "AcceptObjectInZoneNotification", "ViewObjectInZoneNotification", "ViewObjectInZoneAnalytics"]|0|[NULL]|
|52|Operador de Monitoramento|["ViewObjectInZoneNotification", "ViewObjectInZoneAnalytics"]|0|[NULL]|
|53|Supervisor Martel|["ViewHeatmapStats", "AddLprList", "ViewLprEvents", "ViewFaceAnalytic", "ViewPoseEstimationNotification", "ManageMotionAnalytics", "ExportLprAlerts", "ExportLprSearch", "EditLprListElement", "ViewFaceStatistics", "ManageLprAnalytic", "ManageParkingAnalytics", "ViewReidSearch", "AddFaceList", "EditFaceListElement", "ViewFaceLists", "ViewGunDetectorNotifications", "DeleteFaceList", "EditFaceList", "DeleteFaceListElement", "ViewObjectInZoneAnalytics", "ManageGenderAgeAnalytics", "ViewReidAnalytic", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewHeatmapAnalytics", "ViewAttributeReidSearch", "ManageUsers", "ManageSmokeFireAnalytics", "ViewLprSearch", "AddLprListElement", "ViewParkingComments", "ViewRailroadSearch", "ViewFaceSearch", "ViewObjectInZoneNotification", "ViewAlprSpeedReports", "ManageAlprSpeedRule", "EditLprList", "ViewLprLists", "ManageRoles", "ViewLiveTrafficAnalytics", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ManageHardHatAnalytic", "ViewSmokeFireNotifications", "ViewParkingEvents", "ViewMotionNotification", "ViewHardHatNotifications", "ViewTrafficAnalytic", "ViewUsers", "ManageFaceAnalytic", "ManageStreams", "DeleteLprList", "ViewRailroadAnalytic", "AcceptObjectInZoneNotification", "ViewGenderAgeAnalytics", "ManagePoseEstimationAnalytics", "ViewTrafficEvents", "ViewLprAlertsStats", "ViewRoles", "ViewGunDetectorAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ManageHeatmapAnalytics", "ViewPoseEstimationAnalytics", "ManageParkingComments", "ManageEvents", "ViewTrafficStats", "ViewStreams", "ManageReidAnalytic", "ManageObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewGenderAgeStats", "ViewParkingSearch", "ViewParkingSettings", "ViewTrafficObjectCounter", "ViewHardHatAnalytics", "ManageTrafficAnalytic", "ManageGunDetectorAnalytics", "ManageRailroadAnalytic", "AddFaceListElement", "ViewLprStats", "ViewFaceEvents"]|0|[NULL]|
|87|Capixaba Operador|["ViewFaceLists", "ViewTrafficStats", "ViewTrafficAnalytic", "AcceptObjectInZoneNotification", "AddLprListElement", "ViewLprStats", "AddFaceListElement", "ManageFaceAnalytic", "ViewFaceAnalytic", "ViewAlprSpeedRule", "AddFaceList", "EditLprListElement", "ManageSmokeFireAnalytics", "ManageTrafficAnalytic", "ManageEvents", "ManageStreams", "EditLprList", "ViewFaceStatistics", "DeleteFaceListElement", "ManageObjectInZoneAnalytics", "ManageLprAnalytic", "ViewLprAlertsStats", "ViewAlprSpeedReports", "ViewRailroadAnalytic", "ViewSmokeFireNotifications", "ManageRailroadAnalytic", "ViewFaceSearch", "ViewFaceEvents", "ViewRailroadSearch", "ViewLiveTrafficAnalytics", "ViewTrafficObjectCounter", "ViewSmokeFireAnalytics", "DeleteLprListElement", "ExportLprAlerts", "ManageAlprSpeedRule", "ViewObjectInZoneNotification", "EditFaceListElement", "ViewLprSearch", "DeleteFaceList", "ViewObjectInZoneAnalytics", "DeleteLprList", "ViewTrafficEvents", "EditFaceList", "ViewLprEvents", "AddLprList", "ExportLprSearch", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ViewLprLists"]|0|[NULL]|
|91|GRUPO SEI|["ViewHeatmapStats", "AddLprList", "ViewLprEvents", "ViewFaceAnalytic", "ViewPoseEstimationNotification", "ManageMotionAnalytics", "ExportLprAlerts", "ExportLprSearch", "EditLprListElement", "ViewFaceStatistics", "ManageLprAnalytic", "ManageParkingAnalytics", "ViewReidSearch", "AddFaceList", "EditFaceListElement", "ViewFaceLists", "ViewGunDetectorNotifications", "DeleteFaceList", "EditFaceList", "DeleteFaceListElement", "ViewObjectInZoneAnalytics", "ManageGenderAgeAnalytics", "ViewReidAnalytic", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewHeatmapAnalytics", "ViewAttributeReidSearch", "ManageUsers", "ManageSmokeFireAnalytics", "ViewLprSearch", "AddLprListElement", "ViewParkingComments", "ViewRailroadSearch", "ViewFaceSearch", "ViewObjectInZoneNotification", "ViewAlprSpeedReports", "ManageAlprSpeedRule", "EditLprList", "ViewLprLists", "ManageRoles", "ViewLiveTrafficAnalytics", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ManageHardHatAnalytic", "ViewSmokeFireNotifications", "ViewParkingEvents", "ViewMotionNotification", "ViewHardHatNotifications", "ViewTrafficAnalytic", "ViewUsers", "ManageFaceAnalytic", "ManageStreams", "DeleteLprList", "ViewRailroadAnalytic", "AcceptObjectInZoneNotification", "ViewGenderAgeAnalytics", "ManagePoseEstimationAnalytics", "ViewTrafficEvents", "ViewLprAlertsStats", "ViewRoles", "ViewGunDetectorAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ManageHeatmapAnalytics", "ViewPoseEstimationAnalytics", "ManageParkingComments", "ManageEvents", "ViewTrafficStats", "ViewStreams", "ManageReidAnalytic", "ManageObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewGenderAgeStats", "ViewParkingSearch", "ViewParkingSettings", "ViewTrafficObjectCounter", "ViewHardHatAnalytics", "ManageTrafficAnalytic", "ManageGunDetectorAnalytics", "ManageRailroadAnalytic", "AddFaceListElement", "ViewLprStats", "ViewFaceEvents"]|0|[NULL]|
|93|TESTE SOLUS|["ViewParkingSettings", "ManageParkingComments", "ViewStreams", "ViewParkingSearch", "ViewParkingEvents", "ViewParkingComments", "ViewParkingAnalytics"]|0|[NULL]|
|94|Operador Colatina|["ManageEvents", "ManageHeatmapAnalytics", "ExportLprSearch", "AcceptObjectInZoneNotification", "ViewRailroadAnalytic", "ViewFaceStatistics", "ManageParkingComments", "ViewFaceSearch", "ViewTrafficEvents", "AddLprListElement", "DeleteFaceListElement", "ViewLprAnalytic", "ViewRoles", "ViewLiveTrafficAnalytics", "ViewFaceEvents", "ViewReidSearch", "DeleteLprList", "ViewPoseEstimationAnalytics", "DeleteFaceList", "ViewTrafficAnalytic", "ManageMotionAnalytics", "ViewLprLists", "ViewFaceAnalytic", "ViewLprSearch", "ViewAlprSpeedRule", "ManageParkingAnalytics", "ManageAlprSpeedRule", "ViewLprStats", "ManageHardHatAnalytic", "ViewParkingSearch", "ViewHardHatNotifications", "ManageReidAnalytic", "ViewObjectInZoneNotification", "ViewUsers", "ManageTrafficAnalytic", "ManagePoseEstimationAnalytics", "ViewParkingComments", "EditFaceList", "ViewGunDetectorAnalytics", "ViewTrafficObjectCounter", "AddLprList", "ViewStreams", "ViewObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewFaceLists", "ViewParkingSettings", "ManageRoles", "AddFaceList", "ViewLprAlertsStats", "ViewRailroadSearch", "ManageGunDetectorAnalytics", "ManageSmokeFireAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ManageStreams", "ViewAlprSpeedEvents", "ExportLprAlerts", "EditFaceListElement", "DeleteLprListElement", "ViewHardHatAnalytics", "ViewHeatmapAnalytics", "ViewReidAnalytic", "AddFaceListElement", "ViewLprEvents", "ManageUsers", "ManageRailroadAnalytic", "EditLprList", "ViewMotionNotification", "ViewGunDetectorNotifications", "ViewSmokeFireNotifications", "ViewTrafficStats", "ViewAlprSpeedReports", "ViewParkingEvents", "ViewAttributeReidSearch", "ViewPoseEstimationNotification", "ManageFaceAnalytic", "ManageObjectInZoneAnalytics", "ManageLprAnalytic", "ViewHeatmapStats", "EditLprListElement"]|0|[NULL]|
|95|Sindico|["ViewFaceStatistics", "AddFaceListElement", "DeleteFaceListElement", "ManageFaceAnalytic", "ViewFaceAnalytic", "ViewFaceEvents", "AddFaceList", "ViewFaceLists", "DeleteFaceList", "EditFaceListElement", "EditFaceList", "ViewFaceSearch"]|0|[NULL]|
|96|SICOOB|["EditLprList", "ViewObjectInZoneAnalytics", "ViewFaceSearch", "AddLprListElement", "ExportLprSearch", "ViewTrafficStats", "ManageStreams", "ViewLprAlertsStats", "ViewReidAnalytic", "ViewLprLists", "DeleteLprList", "AcceptObjectInZoneNotification", "ViewGenderAgeStats", "ViewAttributeReidSearch", "ViewLprStats", "ViewLprAnalytic", "ViewTrafficObjectCounter", "ViewHardHatAnalytics", "ViewLprSearch", "ViewGunDetectorAnalytics", "ViewAlprSpeedEvents", "ViewAlprSpeedRule", "ViewHeatmapAnalytics", "ManageMotionAnalytics", "ManageRailroadAnalytic", "ViewRailroadAnalytic", "AddFaceListElement", "EditFaceListElement", "DeleteFaceListElement", "ViewPoseEstimationAnalytics", "ExportLprAlerts", "ManageGenderAgeAnalytics", "ViewParkingComments", "ViewGenderAgeAnalytics", "ViewObjectInZoneNotification", "ManageReidAnalytic", "ViewFaceAnalytic", "ViewFaceLists", "ViewFaceStatistics", "ViewLprEvents", "EditFaceList", "ManageEvents", "ViewMotionNotification", "ManageObjectInZoneAnalytics", "ManageLprAnalytic", "ViewAlprSpeedReports", "ViewParkingSettings", "ViewRailroadSearch", "ViewHeatmapStats", "ManageGunDetectorAnalytics", "ManageHardHatAnalytic", "ViewFaceEvents", "ViewStreams", "ViewTrafficEvents", "ViewMotionAnalytics", "ManagePoseEstimationAnalytics", "DeleteLprListElement", "ViewPoseEstimationNotification", "ManageFaceAnalytic", "ViewHardHatNotifications", "ManageParkingAnalytics", "ViewParkingAnalytics", "AddLprList", "ViewParkingSearch", "AddFaceList", "ManageTrafficAnalytic", "EditLprListElement", "ViewTrafficAnalytic", "ViewGunDetectorNotifications", "ManageSmokeFireAnalytics", "ViewReidSearch", "DeleteFaceList", "ViewSmokeFireAnalytics", "ManageAlprSpeedRule", "ManageHeatmapAnalytics", "ViewSmokeFireNotifications", "ManageParkingComments", "ViewParkingEvents", "ViewLiveTrafficAnalytics"]|0|[NULL]|
|98|GMC Colatina|["EditLprListElement", "ViewSmokeFireNotifications", "ViewFaceEvents", "AcceptObjectInZoneNotification", "ViewLprAnalytic", "ViewTrafficObjectCounter", "ViewGunDetectorAnalytics", "ViewAlprSpeedRule", "ManageStreams", "ManageGunDetectorAnalytics", "DeleteLprListElement", "ViewAlprSpeedEvents", "ViewObjectInZoneNotification", "ViewPoseEstimationAnalytics", "ViewFaceLists", "ViewFaceStatistics", "ViewTrafficStats", "EditFaceListElement", "ViewReidSearch", "ViewLprEvents", "ViewLprLists", "DeleteFaceList", "ViewObjectInZoneAnalytics", "ViewTrafficAnalytic", "AddFaceList", "ViewTrafficEvents", "ManageLprAnalytic", "ManageAlprSpeedRule", "EditLprList", "ManageEvents", "ViewPoseEstimationNotification", "ManageSmokeFireAnalytics", "ViewLprAlertsStats", "ViewAlprSpeedReports", "ManageTrafficAnalytic", "ViewLiveTrafficAnalytics", "ViewFaceSearch", "ViewLprStats", "ExportLprSearch", "ViewLprSearch", "DeleteFaceListElement", "ViewGunDetectorNotifications", "ViewFaceAnalytic", "ManageFaceAnalytic", "ManagePoseEstimationAnalytics", "AddLprList", "ViewAttributeReidSearch", "ViewSmokeFireAnalytics", "EditFaceList", "AddLprListElement", "DeleteLprList", "ExportLprAlerts", "ManageObjectInZoneAnalytics", "ViewReidAnalytic", "ManageReidAnalytic", "AddFaceListElement", "ViewStreams"]|0|[NULL]|
|99|Komtek Lab|["ManageEvents", "ManageHeatmapAnalytics", "ExportLprSearch", "AcceptObjectInZoneNotification", "ViewRailroadAnalytic", "ViewFaceStatistics", "ViewGenderAgeStats", "ManageParkingComments", "ViewFaceSearch", "ViewTrafficEvents", "AddLprListElement", "DeleteFaceListElement", "ViewLprAnalytic", "ViewLiveTrafficAnalytics", "ViewFaceEvents", "ViewReidSearch", "DeleteLprList", "ViewPoseEstimationAnalytics", "DeleteFaceList", "ViewTrafficAnalytic", "ManageMotionAnalytics", "ViewLprLists", "ViewFaceAnalytic", "ViewLprSearch", "ViewAlprSpeedRule", "ManageParkingAnalytics", "ManageAlprSpeedRule", "ViewLprStats", "ManageHardHatAnalytic", "ViewParkingSearch", "ViewHardHatNotifications", "ManageReidAnalytic", "ViewObjectInZoneNotification", "ManageTrafficAnalytic", "ManagePoseEstimationAnalytics", "ViewParkingComments", "EditFaceList", "ViewGunDetectorAnalytics", "ViewTrafficObjectCounter", "AddLprList", "ViewStreams", "ViewObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewFaceLists", "ViewParkingSettings", "AddFaceList", "ViewLprAlertsStats", "ViewRailroadSearch", "ManageGunDetectorAnalytics", "ManageSmokeFireAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ViewGenderAgeAnalytics", "ManageStreams", "ViewAlprSpeedEvents", "ManageGenderAgeAnalytics", "ExportLprAlerts", "EditFaceListElement", "DeleteLprListElement", "ViewHardHatAnalytics", "ViewHeatmapAnalytics", "ViewReidAnalytic", "AddFaceListElement", "ViewLprEvents", "EditLprList", "ManageRailroadAnalytic", "ManageGeneralSettings", "ViewGunDetectorNotifications", "ViewSmokeFireNotifications", "ViewMotionNotification", "ViewAlprSpeedReports", "ViewTrafficStats", "ViewParkingEvents", "ViewAttributeReidSearch", "ViewPoseEstimationNotification", "ManageFaceAnalytic", "ManageObjectInZoneAnalytics", "ManageLprAnalytic", "ViewHeatmapStats", "EditLprListElement"]|0|[NULL]|
